ID_Usuário,Idade,País,Assinaturas,Tempo_assistido,Genero_favorito,Ultimo_Login
494,48,Germany,Padrao,789.33,Horror,2024-10-10
495,23,Mexico,Basico,76.24,Ficcao cientifica,2024-10-15
496,23,Brazil,Premium,288.9,Horror,2024-12-29
497,73,India,Basico,758.08,Romance,2024-10-14
498,21,Australia,Basico,193.96,Horror,2024-05-16
499,61,Canada,Padrao,524.52,Documentario,2024-07-20
500,55,Australia,Basico,951.33,Ficcao cientifica,2024-11-16
501,46,UK,Basico,762.24,Ficcao cientifica,2024-08-22
502,19,USA,Padrao,508.07,Drama,2025-02-22
503,53,Australia,Premium,694.5,Drama,2024-12-13
504,30,France,Basico,988.68,Romance,2024-10-11
505,42,France,Padrao,60.56,Ficcao cientifica,2024-03-23
506,63,Mexico,Premium,840.99,Documentario,2024-11-24
507,44,Mexico,Premium,347.62,Romance,2024-09-02
508,38,Germany,Premium,932.36,Ficcao cientifica,2024-04-17
509,57,Brazil,Premium,452.42,Horror,2024-03-12
510,36,UK,Padrao,360.34,Romance,2024-09-30
511,73,Mexico,Basico,346.65,Horror,2024-06-14
512,76,UK,Basico,96.44,Comedia,2024-05-14
513,54,India,Basico,858.38,Documentario,2024-06-08
514,16,Canada,Padrao,886.36,Documentario,2024-04-26
515,51,Australia,Premium,452.78,Drama,2025-02-06
516,49,Canada,Basico,929.52,Romance,2024-04-28
517,71,India,Premium,139.99,Comedia,2025-02-26
518,28,India,Padrao,779.86,Documentario,2024-06-25
519,29,Brazil,Premium,535.51,Comedia,2024-10-31
520,58,India,Basico,922.38,Romance,2024-12-16
521,66,Australia,Padrao,580.81,Documentario,2024-10-10
522,62,Mexico,Premium,614.42,Acao,2024-05-15
523,58,Japan,Basico,394.65,Ficcao cientifica,2024-11-20
524,53,Australia,Padrao,661.25,Horror,2024-11-17
525,71,Australia,Premium,969.81,Acao,2024-05-03
526,45,Germany,Padrao,756.39,Acao,2024-05-01
527,74,USA,Basico,255.3,Acao,2024-07-21
528,43,Mexico,Basico,89.77,Comedia,2024-04-02
529,14,India,Basico,255.98,Ficcao cientifica,2024-09-23
530,48,Japan,Premium,336.22,Acao,2024-12-30
531,56,Germany,Premium,259.05,Drama,2024-05-10
532,13,USA,Basico,147.52,Drama,2024-07-16
533,76,Australia,Basico,209.94,Drama,2024-10-01
534,77,India,Premium,964.36,Acao,2024-06-01
535,76,India,Basico,363.18,Drama,2024-09-08
536,47,Germany,Premium,612.78,Romance,2024-06-30
537,62,Germany,Padrao,521.11,Acao,2024-06-14
538,15,Japan,Padrao,607.53,Acao,2024-11-07
539,78,India,Basico,555.5,Romance,2024-08-31
540,24,France,Basico,747.5,Ficcao cientifica,2025-02-09
541,59,Australia,Premium,112.35,Ficcao cientifica,2024-03-25
542,76,France,Padrao,250.61,Acao,2024-05-05
543,56,Japan,Premium,944.15,Comedia,2025-02-03
544,23,UK,Padrao,103.51,Comedia,2024-11-30
545,67,Japan,Padrao,818.91,Comedia,2024-09-14
546,35,Canada,Premium,368.65,Romance,2025-02-03
547,56,Australia,Basico,906.63,Drama,2024-06-25
548,27,UK,Premium,456.53,Horror,2024-04-14
549,74,Australia,Basico,669.42,Romance,2024-04-19
550,64,Brazil,Padrao,123.95,Drama,2025-02-13
551,28,UK,Basico,299.91,Horror,2024-10-26
552,39,India,Premium,277.81,Documentario,2024-04-05
553,27,UK,Basico,914.31,Drama,2024-05-28
554,60,Mexico,Premium,140.72,Comedia,2024-08-18
555,80,Japan,Premium,166.06,Horror,2024-09-12
556,62,Australia,Premium,327.86,Acao,2024-11-27
557,24,Brazil,Basico,898.33,Documentario,2024-12-19
558,69,France,Premium,24.38,Comedia,2025-01-16
559,20,Japan,Basico,565.27,Comedia,2024-12-07
560,16,USA,Premium,526.05,Comedia,2024-04-05
561,56,Japan,Basico,822.01,Documentario,2024-06-28
562,25,Brazil,Padrao,41.21,Romance,2024-08-26
563,15,Germany,Basico,742.85,Ficcao cientifica,2024-04-11
564,35,Australia,Padrao,546.93,Comedia,2025-01-12
565,51,Mexico,Basico,970.57,Comedia,2024-06-04
566,73,Japan,Basico,470.34,Drama,2025-01-25
567,41,Germany,Premium,62.4,Documentario,2024-12-11
568,49,Australia,Basico,378.29,Acao,2025-01-24
569,74,Canada,Premium,709.49,Ficcao cientifica,2025-02-24
570,71,Canada,Premium,8.37,Ficcao cientifica,2024-10-07
571,38,Brazil,Padrao,661.78,Drama,2024-06-18
572,48,UK,Padrao,60.61,Horror,2024-08-08
573,25,India,Basico,198.65,Ficcao cientifica,2024-09-15
574,59,Japan,Padrao,457.45,Drama,2024-11-10
575,62,UK,Padrao,957.87,Documentario,2024-11-12
576,44,UK,Padrao,109.89,Ficcao cientifica,2024-09-14
577,73,Australia,Basico,59.84,Acao,2025-02-28
578,43,UK,Basico,759.91,Acao,2024-03-21
579,69,Brazil,Premium,563.86,Romance,2024-08-12
580,42,Japan,Padrao,482.71,Drama,2024-04-18
581,68,USA,Padrao,279.41,Romance,2024-09-05
582,60,Canada,Basico,605.99,Drama,2025-02-24
583,52,USA,Premium,21.62,Acao,2024-07-19
584,30,Brazil,Basico,996.55,Comedia,2024-08-18
585,47,India,Padrao,338.43,Ficcao cientifica,2024-06-11
586,28,France,Premium,787.17,Comedia,2025-02-02
587,53,Canada,Premium,305.02,Horror,2024-11-06
588,26,India,Padrao,540.92,Documentario,2024-05-05
589,59,Canada,Basico,934.62,Drama,2024-11-10
590,25,USA,Padrao,692.65,Horror,2024-09-03
591,77,India,Premium,817.47,Documentario,2024-06-28
592,68,Germany,Premium,502.97,Horror,2024-08-20
593,49,India,Padrao,620.57,Romance,2024-10-14
594,30,UK,Premium,510.8,Comedia,2024-05-14
595,26,Canada,Padrao,534.36,Ficcao cientifica,2024-12-20
596,58,India,Premium,848.69,Comedia,2025-02-09
597,49,Mexico,Padrao,743.18,Ficcao cientifica,2024-03-23
598,30,Canada,Premium,328.88,Acao,2024-12-24
599,69,Mexico,Padrao,500.55,Horror,2024-05-10
600,73,Germany,Padrao,849.58,Horror,2025-03-07
601,62,India,Basico,489.69,Documentario,2024-12-30
602,13,Japan,Basico,69.9,Acao,2024-06-19
603,71,Mexico,Premium,399.31,Documentario,2024-10-18
604,68,France,Premium,502.17,Drama,2025-01-26
605,21,Australia,Premium,711.77,Acao,2024-12-03
606,50,Japan,Padrao,291.45,Horror,2024-05-19
607,45,Japan,Padrao,137.87,Drama,2025-01-28
608,42,Canada,Padrao,447.2,Comedia,2024-07-08
609,19,Japan,Padrao,213.86,Documentario,2024-05-16
610,41,Canada,Padrao,136.57,Horror,2024-09-20
611,27,Japan,Basico,808.54,Ficcao cientifica,2024-07-28
612,39,Germany,Padrao,89.56,Ficcao cientifica,2024-04-26
613,57,UK,Basico,981.73,Drama,2024-12-01
614,19,Mexico,Padrao,727.91,Documentario,2025-03-06
615,44,Germany,Basico,476.68,Romance,2024-05-06
616,37,India,Padrao,527.42,Horror,2024-07-21
617,76,UK,Padrao,13.13,Horror,2024-08-26
618,29,Brazil,Premium,605.77,Horror,2025-01-25
619,68,India,Basico,848.57,Documentario,2024-11-07
620,28,France,Padrao,554.01,Romance,2024-10-28
621,25,Canada,Basico,838.35,Drama,2024-11-19
622,19,Mexico,Padrao,646.55,Comedia,2024-07-24
623,19,Canada,Padrao,799.42,Drama,2024-06-26
624,50,Japan,Padrao,200.19,Documentario,2024-09-28
625,17,USA,Padrao,968.09,Horror,2024-11-27
626,57,France,Premium,609.8,Drama,2024-07-30
627,73,India,Premium,193.51,Documentario,2024-09-03
628,78,France,Premium,306.79,Drama,2025-02-28
629,28,USA,Premium,46.8,Ficcao cientifica,2024-03-08
630,63,Germany,Basico,49.68,Ficcao cientifica,2024-08-28
631,32,Japan,Premium,407.89,Romance,2024-10-31
632,79,France,Padrao,467.37,Drama,2024-03-23
633,62,Brazil,Padrao,167.25,Drama,2025-03-04
634,26,Australia,Premium,922.99,Acao,2024-12-20
635,72,Australia,Basico,66.31,Comedia,2024-12-01
636,60,Mexico,Basico,227.59,Ficcao cientifica,2024-09-18
637,29,Brazil,Premium,360.29,Ficcao cientifica,2024-04-24
638,42,Brazil,Premium,696.96,Horror,2024-07-15
639,67,USA,Basico,174.16,Documentario,2024-08-22
640,65,Canada,Padrao,80.31,Acao,2025-02-05
641,52,USA,Premium,5.88,Comedia,2024-04-17
642,65,USA,Basico,42.81,Acao,2024-11-27
643,65,Japan,Padrao,438.54,Drama,2024-09-02
644,36,Canada,Padrao,881.84,Documentario,2024-10-23
645,80,Australia,Premium,587.13,Horror,2024-12-12
646,53,Mexico,Premium,599.52,Acao,2024-12-07
647,74,Brazil,Padrao,613.88,Drama,2024-06-10
648,25,USA,Padrao,399.37,Ficcao cientifica,2024-09-21
649,47,USA,Basico,839.07,Documentario,2024-10-28
650,59,India,Padrao,366.62,Comedia,2024-10-02
651,36,Japan,Premium,896.28,Horror,2024-10-26
652,47,Japan,Padrao,50.13,Comedia,2024-10-26
653,77,USA,Premium,130.66,Comedia,2025-01-20
654,58,France,Premium,337.78,Horror,2024-10-06
655,58,Brazil,Padrao,512.36,Romance,2024-07-12
656,24,Canada,Basico,831.51,Acao,2024-12-02
657,56,Australia,Basico,532.46,Horror,2024-03-11
658,73,Brazil,Padrao,675.49,Comedia,2024-12-11
659,50,Australia,Premium,292.95,Ficcao cientifica,2024-06-19
660,32,Germany,Premium,290.63,Ficcao cientifica,2024-03-19
661,35,Brazil,Padrao,933.31,Comedia,2024-09-15
662,24,India,Padrao,204.89,Ficcao cientifica,2024-06-09
663,70,Germany,Basico,122.94,Horror,2025-02-06
664,65,UK,Padrao,249.08,Comedia,2024-11-10
665,70,France,Premium,200.19,Acao,2024-05-03
666,67,Mexico,Premium,809.9,Acao,2025-01-11
667,62,Canada,Basico,817.74,Acao,2024-10-17
668,21,India,Padrao,714.73,Ficcao cientifica,2025-01-28
669,74,Australia,Basico,794.69,Ficcao cientifica,2024-04-12
670,42,France,Basico,432.27,Comedia,2024-06-09
671,43,Canada,Padrao,379.66,Ficcao cientifica,2024-06-16
672,39,India,Basico,201.53,Ficcao cientifica,2025-01-21
673,18,Brazil,Premium,701.01,Comedia,2024-11-12
674,59,Canada,Premium,426.93,Horror,2025-01-05
675,63,Australia,Basico,426.04,Comedia,2025-01-10
676,24,India,Premium,37.87,Drama,2024-12-31
677,60,Germany,Premium,402.84,Ficcao cientifica,2024-04-01
678,25,India,Padrao,674.02,Documentario,2024-07-02
679,75,Australia,Premium,596.34,Romance,2024-10-15
680,46,Brazil,Padrao,108.33,Romance,2024-11-09
681,63,Germany,Basico,718.22,Horror,2024-03-29
682,80,Canada,Padrao,878.19,Acao,2025-02-05
683,61,Australia,Premium,896.61,Acao,2024-12-25
684,19,Canada,Basico,254.43,Acao,2024-11-15
685,27,Japan,Basico,510.14,Romance,2024-03-16
686,77,France,Padrao,558.88,Comedia,2024-12-16
687,25,France,Premium,276.73,Horror,2024-08-26
688,66,France,Padrao,158.67,Documentario,2024-08-25
689,52,Japan,Basico,132.4,Drama,2025-03-08
690,71,UK,Premium,485.29,Ficcao cientifica,2024-03-13
691,62,Germany,Basico,617.52,Comedia,2024-04-04
692,60,Germany,Padrao,175.36,Acao,2024-12-14
693,46,Australia,Premium,314.44,Drama,2025-01-25
694,36,Mexico,Basico,56.22,Comedia,2024-08-04
695,33,France,Basico,530.5,Romance,2024-09-30
696,15,USA,Basico,100.6,Horror,2024-03-22
697,77,Mexico,Premium,321.07,Documentario,2024-10-05
698,60,Brazil,Premium,553.6,Acao,2024-05-01
699,25,India,Premium,771.28,Drama,2024-12-13
700,77,India,Padrao,645.25,Acao,2024-03-30
701,22,France,Premium,714.88,Romance,2024-10-16
702,55,USA,Premium,781.57,Romance,2024-03-14
703,43,USA,Premium,567.64,Drama,2024-12-31
704,30,Mexico,Premium,557.71,Drama,2024-10-05
705,21,UK,Padrao,22.09,Comedia,2024-10-27
706,75,Japan,Basico,465.06,Documentario,2024-04-07
707,77,Japan,Basico,81.24,Comedia,2024-06-23
708,71,USA,Basico,487.48,Horror,2024-05-30
709,72,Australia,Premium,20.24,Horror,2025-02-08
710,13,USA,Padrao,531.34,Ficcao cientifica,2024-05-05
711,50,Japan,Premium,694.23,Comedia,2024-05-02
712,77,Brazil,Premium,505.82,Documentario,2024-11-26
713,69,Australia,Premium,264.97,Horror,2024-03-18
714,15,Mexico,Basico,22.11,Ficcao cientifica,2024-03-08
715,46,USA,Padrao,490.21,Acao,2025-01-25
716,46,India,Basico,60.83,Documentario,2024-08-20
717,29,UK,Padrao,437.14,Acao,2024-08-07
718,74,Brazil,Padrao,46.57,Ficcao cientifica,2025-03-01
719,60,Brazil,Padrao,320.41,Documentario,2024-07-24
720,60,Canada,Padrao,909.09,Drama,2024-07-20
721,17,France,Basico,29.9,Horror,2025-01-06
722,42,Germany,Basico,48.8,Romance,2024-04-18
723,17,Brazil,Premium,230.68,Acao,2024-06-27
724,52,France,Premium,963.17,Acao,2024-11-20
725,29,UK,Premium,801.81,Acao,2024-04-15
726,40,Canada,Premium,412.11,Comedia,2024-11-23
727,54,Germany,Basico,304.67,Romance,2024-08-29
728,22,Australia,Premium,702.63,Acao,2024-11-11
729,41,Australia,Basico,398.06,Ficcao cientifica,2024-03-28
730,59,Mexico,Premium,21.03,Acao,2025-02-11
731,20,India,Premium,683.16,Documentario,2024-04-08
732,38,Brazil,Basico,66.84,Romance,2024-05-02
733,48,UK,Premium,800.15,Romance,2024-09-25
734,22,Mexico,Premium,51.32,Ficcao cientifica,2024-07-03
735,45,Canada,Premium,681.09,Documentario,2024-12-16
736,49,Brazil,Padrao,80.26,Drama,2024-07-24
737,35,France,Padrao,764.52,Drama,2024-09-27
738,20,UK,Padrao,712.58,Acao,2024-12-05
739,69,Canada,Premium,395.77,Horror,2025-02-10
740,59,Mexico,Premium,507.26,Comedia,2024-09-12
741,41,India,Premium,260.86,Ficcao cientifica,2025-01-22
742,48,Germany,Basico,704.37,Documentario,2025-01-13
743,80,Mexico,Basico,366.2,Ficcao cientifica,2024-10-10
744,76,Canada,Padrao,116.71,Horror,2024-09-26
745,36,Japan,Basico,384.58,Acao,2025-01-09
746,38,Mexico,Premium,277.59,Comedia,2024-12-02
747,42,Japan,Basico,747.02,Ficcao cientifica,2024-10-04
748,68,Australia,Premium,74.26,Drama,2025-01-07
749,45,Brazil,Premium,784.29,Romance,2024-10-14
750,41,USA,Basico,362.92,Ficcao cientifica,2024-12-15
751,26,USA,Padrao,89.76,Horror,2024-06-16
752,73,Australia,Padrao,179.26,Romance,2025-01-13
753,48,France,Padrao,884.79,Horror,2024-12-18
754,28,Australia,Basico,466.96,Comedia,2024-05-11
755,29,India,Padrao,113.59,Romance,2024-04-09
756,56,France,Premium,170.66,Horror,2024-09-23
757,74,France,Basico,87.62,Romance,2024-03-14
758,56,UK,Premium,884.65,Drama,2024-10-02
759,50,Australia,Basico,907.54,Comedia,2024-09-20
760,75,USA,Basico,746.66,Comedia,2024-10-12
761,80,France,Basico,444.14,Documentario,2024-04-02
762,58,Canada,Padrao,763.86,Ficcao cientifica,2024-07-23
763,17,Mexico,Premium,344.75,Horror,2024-10-01
764,59,Mexico,Basico,298.48,Ficcao cientifica,2025-02-26
765,16,France,Premium,721.57,Documentario,2025-03-08
766,56,UK,Padrao,366.09,Romance,2024-09-07
767,20,India,Premium,826.19,Drama,2024-08-18
768,41,Canada,Basico,390.08,Horror,2024-10-02
769,27,Australia,Basico,540.66,Romance,2024-07-24
770,57,Germany,Premium,316.49,Ficcao cientifica,2024-11-14
771,51,Mexico,Premium,287.89,Drama,2024-03-08
772,58,France,Basico,851.91,Acao,2024-05-31
773,27,USA,Basico,437.45,Romance,2024-09-05
774,60,Mexico,Premium,976.67,Drama,2024-09-17
775,79,India,Padrao,434.87,Documentario,2024-03-18
776,46,UK,Basico,772.01,Romance,2024-09-16
777,69,France,Basico,714.09,Documentario,2024-05-30
778,53,USA,Padrao,1.22,Drama,2024-12-23
779,54,Canada,Padrao,834.89,Acao,2025-03-03
780,50,Canada,Premium,648.02,Documentario,2024-04-23
781,45,India,Premium,266.51,Documentario,2024-10-21
782,63,India,Padrao,562.27,Comedia,2024-10-22
783,41,Brazil,Premium,633.43,Drama,2024-05-08
784,15,Australia,Basico,461.16,Comedia,2024-11-18
785,70,Brazil,Basico,118.11,Drama,2024-10-25
786,57,UK,Premium,828.88,Romance,2024-08-06
787,52,Brazil,Premium,915.77,Romance,2024-08-06
788,30,USA,Basico,522.53,Horror,2024-06-25
789,51,Australia,Padrao,227.07,Drama,2024-05-27
790,72,USA,Premium,345.94,Horror,2024-08-02
791,61,India,Basico,103.65,Documentario,2024-04-13
792,71,Australia,Premium,652.54,Acao,2024-08-15
793,15,USA,Basico,723.45,Documentario,2024-05-30
794,23,Japan,Basico,471.4,Acao,2025-03-05
795,66,Canada,Padrao,887.14,Romance,2024-08-06
796,35,Germany,Premium,473.09,Romance,2024-09-19
797,33,USA,Premium,923.38,Horror,2024-06-20
798,46,Japan,Basico,718.17,Ficcao cientifica,2024-09-25
799,31,Mexico,Padrao,596.11,Drama,2024-11-15
800,40,Brazil,Basico,725.6,Comedia,2024-12-12
801,15,Germany,Basico,784.64,Horror,2024-06-15
802,64,Germany,Basico,726.07,Ficcao cientifica,2024-05-26
803,41,Canada,Padrao,835.67,Horror,2025-03-08
804,41,Brazil,Premium,70.07,Horror,2024-08-04
805,79,Mexico,Premium,666.24,Romance,2024-06-08
806,31,Australia,Basico,238.34,Ficcao cientifica,2024-03-19
807,16,Australia,Padrao,716.05,Drama,2024-08-19
808,48,Japan,Basico,851.78,Ficcao cientifica,2024-10-21
809,64,Canada,Premium,578.42,Comedia,2024-05-16
810,14,Germany,Premium,545.95,Horror,2025-03-08
811,32,Australia,Premium,825.28,Ficcao cientifica,2024-10-23
812,38,Germany,Basico,157.91,Romance,2024-11-03
813,38,Canada,Premium,63.12,Ficcao cientifica,2024-08-13
814,75,Mexico,Premium,293.87,Drama,2024-11-15
815,55,India,Basico,302.55,Ficcao cientifica,2025-01-18
816,27,France,Basico,98.76,Ficcao cientifica,2024-12-26
817,53,UK,Padrao,16.15,Acao,2024-10-27
818,72,Canada,Basico,807.02,Romance,2025-01-07
819,33,UK,Basico,862.55,Drama,2024-10-10
820,33,India,Premium,372.85,Horror,2024-07-06
821,38,USA,Basico,21.72,Ficcao cientifica,2024-10-11
822,35,France,Premium,586.98,Drama,2024-10-22
823,69,Australia,Premium,168.42,Romance,2024-12-15
824,46,USA,Padrao,108.96,Ficcao cientifica,2024-07-28
825,76,UK,Premium,830.37,Drama,2024-04-24
826,38,Germany,Padrao,697.56,Ficcao cientifica,2024-11-13
827,27,USA,Padrao,772.05,Horror,2024-07-16
828,75,UK,Padrao,757.05,Drama,2025-02-23
829,13,Japan,Premium,174.15,Drama,2024-05-07
830,44,Canada,Padrao,665.29,Comedia,2025-01-19
831,74,Mexico,Padrao,920.57,Romance,2025-01-10
832,26,UK,Basico,106.69,Drama,2025-01-09
833,67,Brazil,Basico,181.08,Romance,2024-09-05
834,27,USA,Basico,964.06,Ficcao cientifica,2024-04-03
835,78,India,Premium,659.74,Comedia,2025-01-28
836,56,France,Premium,906.98,Documentario,2024-11-01
837,32,Brazil,Basico,241.39,Acao,2025-03-08
838,40,Japan,Basico,634.91,Romance,2024-08-11
839,57,France,Basico,314.92,Acao,2024-12-03
840,61,UK,Padrao,743.88,Drama,2025-02-19
841,31,Germany,Basico,549.97,Comedia,2024-07-21
842,51,Canada,Padrao,909.64,Documentario,2024-05-26
843,63,USA,Premium,567.98,Horror,2024-11-03
844,59,Canada,Padrao,304.56,Drama,2025-01-11
845,41,Japan,Premium,15.8,Documentario,2025-03-06
846,59,Brazil,Premium,805.71,Acao,2024-11-23
847,41,UK,Premium,521.58,Ficcao cientifica,2024-08-06
848,52,Mexico,Premium,599.62,Romance,2024-05-21
849,17,Brazil,Padrao,686.79,Comedia,2024-07-20
850,49,UK,Padrao,780.3,Comedia,2024-06-11
851,16,France,Basico,228.26,Horror,2024-07-31
852,76,Brazil,Basico,529.03,Acao,2024-08-06
853,67,USA,Premium,55.17,Horror,2024-07-19
854,35,Japan,Basico,487.68,Documentario,2024-06-29
855,65,Canada,Basico,407.44,Comedia,2024-03-27
856,57,France,Premium,369.32,Comedia,2024-12-26
857,62,USA,Basico,500.64,Documentario,2024-07-21
858,56,USA,Basico,706.13,Drama,2024-05-26
859,21,France,Premium,388.83,Ficcao cientifica,2024-07-26
860,76,Brazil,Basico,46.63,Horror,2025-01-22
861,41,Germany,Basico,899.93,Documentario,2025-02-16
862,53,Canada,Padrao,226.35,Romance,2025-03-04
863,60,Mexico,Premium,387.08,Comedia,2025-01-19
864,32,Australia,Basico,453.27,Drama,2024-09-05
865,50,Canada,Basico,818.29,Romance,2024-11-16
866,21,Australia,Padrao,878.45,Ficcao cientifica,2024-11-02
867,64,Germany,Premium,950.19,Comedia,2025-02-28
868,27,Australia,Basico,706.96,Documentario,2025-01-24
869,17,Mexico,Padrao,146.53,Horror,2025-03-01
870,66,Canada,Padrao,230.73,Horror,2024-10-28
871,30,Brazil,Basico,413.24,Acao,2024-11-11
872,55,Brazil,Premium,821.55,Comedia,2024-11-06
873,29,Mexico,Basico,127.95,Romance,2024-12-19
874,25,India,Padrao,521.06,Drama,2024-12-29
875,51,Germany,Premium,406.5,Acao,2024-09-01
876,38,Australia,Premium,492.12,Documentario,2024-07-05
877,33,Mexico,Premium,825.86,Horror,2025-02-03
878,37,Canada,Basico,829.68,Acao,2024-04-07
879,28,Japan,Basico,968.84,Horror,2024-07-13
880,54,Mexico,Padrao,846.67,Drama,2024-11-29
881,42,USA,Premium,721.5,Romance,2024-12-03
882,73,India,Padrao,610.05,Romance,2024-07-16
883,30,Japan,Premium,783.62,Acao,2025-02-28
884,29,France,Padrao,16.22,Acao,2024-10-19
885,19,UK,Padrao,739.78,Romance,2024-11-24
886,16,Mexico,Basico,921.52,Acao,2024-10-04
887,40,France,Premium,994.16,Ficcao cientifica,2024-08-03
888,53,India,Padrao,270.23,Comedia,2025-03-05
889,62,Japan,Padrao,440.81,Ficcao cientifica,2025-02-03
890,37,Mexico,Padrao,161.47,Drama,2024-12-04
891,69,Japan,Basico,361.49,Acao,2024-11-12
892,33,Canada,Premium,13.23,Drama,2024-05-06
893,51,France,Basico,746.51,Ficcao cientifica,2024-12-24
894,16,Australia,Padrao,449.53,Ficcao cientifica,2024-08-09
895,62,France,Basico,790.67,Ficcao cientifica,2024-08-26
896,67,India,Premium,40.91,Acao,2024-08-08
897,50,Australia,Premium,236.52,Documentario,2024-10-23
898,66,France,Padrao,513.17,Documentario,2024-03-24
899,76,Australia,Premium,814.32,Drama,2024-12-20
900,80,Mexico,Basico,624.8,Documentario,2024-08-23
901,17,Brazil,Premium,71.47,Comedia,2024-10-04
902,76,France,Padrao,517.14,Comedia,2024-11-09
903,31,Germany,Basico,136.6,Comedia,2024-08-27
904,70,Brazil,Padrao,199.46,Ficcao cientifica,2024-06-02
905,26,USA,Premium,818.58,Documentario,2024-11-20
906,47,Australia,Basico,190.48,Comedia,2024-04-03
907,43,Canada,Padrao,942.69,Horror,2024-12-14
908,58,India,Padrao,75.01,Comedia,2024-08-23
909,76,France,Padrao,150.63,Horror,2024-10-10
910,75,UK,Basico,763.35,Drama,2024-04-02
911,58,Mexico,Premium,904.6,Drama,2025-01-18
912,48,France,Premium,921.61,Comedia,2024-12-27
913,58,Canada,Padrao,807.17,Romance,2025-01-17
914,15,Germany,Premium,998.67,Horror,2025-01-26
915,25,Canada,Premium,999.36,Comedia,2024-10-22
916,41,Canada,Padrao,78.41,Ficcao cientifica,2024-04-04
917,20,Brazil,Padrao,595.49,Acao,2024-11-25
918,43,Germany,Basico,358.71,Comedia,2024-04-09
919,33,France,Premium,755.87,Documentario,2024-11-04
920,67,India,Basico,303.37,Drama,2024-07-11
921,48,Mexico,Basico,61.54,Horror,2025-01-15
922,42,France,Premium,6.73,Comedia,2024-12-11
923,29,Mexico,Premium,898.09,Horror,2025-01-07
924,58,Germany,Premium,265.4,Romance,2024-06-19
925,78,France,Basico,307.25,Romance,2024-05-12
926,29,UK,Padrao,511.72,Documentario,2024-04-18
927,40,Japan,Basico,494.57,Acao,2024-12-25
928,21,Germany,Padrao,152.29,Drama,2025-02-05
929,14,Australia,Premium,291.99,Drama,2024-09-03
930,25,India,Basico,745.79,Drama,2025-01-04
931,26,Germany,Basico,242.82,Acao,2024-08-21
932,59,Australia,Basico,883.28,Acao,2024-06-21
933,16,Australia,Premium,769.51,Documentario,2024-12-28
934,68,Australia,Premium,68.87,Drama,2024-07-10
935,16,USA,Basico,50.39,Documentario,2024-09-05
936,71,India,Premium,936.77,Drama,2024-10-17
